viajeros,viajes,provincia_origen,provincia_origen_name,provincia_destino,provincia_destino_name,day,weekday,is_holiday_origen,is_holiday_destino,temp_origen,precip_origen,temp_destino,precip_destino,icon_origen_clear-day,icon_origen_cloudy,icon_origen_partly-cloudy-day,icon_origen_rain,icon_origen_wind,icon_destino_clear-day,icon_destino_cloudy,icon_destino_partly-cloudy-day,icon_destino_rain,icon_destino_wind,is_event_origen,is_event_destino
62411,65096,3,Alicante,46,Valencia/Valéncia,2023-08-05,6,0,0,25.9,0.0,25.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
2555,2963,8,Barcelona,3,Alicante,2023-08-05,6,0,0,23.7,0.0,25.9,0.0,0,0,1,0,0,1,0,0,0,0,0,0
7088,7444,8,Barcelona,28,Madrid,2023-08-05,6,0,0,23.7,0.0,23.9,0.0,0,0,1,0,0,1,0,0,0,0,0,0
1128,1387,8,Barcelona,30,Murcia,2023-08-05,6,0,0,23.7,0.0,27.1,0.0,0,0,1,0,0,1,0,0,0,0,0,0
1104,1213,8,Barcelona,29,Málaga,2023-08-05,6,0,0,23.7,0.0,25.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1023,1085,8,Barcelona,41,Sevilla,2023-08-05,6,0,0,23.7,0.0,29.5,0.0,0,0,1,0,0,1,0,0,0,0,0,0
4348,4464,8,Barcelona,46,Valencia/Valéncia,2023-08-05,6,0,0,23.7,0.0,25.2,0.0,0,0,1,0,0,1,0,0,0,0,0,0
3706,3849,28,Madrid,3,Alicante,2023-08-05,6,0,0,23.9,0.0,25.9,0.0,1,0,0,0,0,1,0,0,0,0,0,0
6532,6951,28,Madrid,8,Barcelona,2023-08-05,6,0,0,23.9,0.0,23.7,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1345,1394,28,Madrid,30,Murcia,2023-08-05,6,0,0,23.9,0.0,27.1,0.0,1,0,0,0,0,1,0,0,0,0,0,0
4101,4239,28,Madrid,29,Málaga,2023-08-05,6,0,0,23.9,0.0,25.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
3474,3637,28,Madrid,41,Sevilla,2023-08-05,6,0,0,23.9,0.0,29.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0
6521,6712,28,Madrid,46,Valencia/Valéncia,2023-08-05,6,0,0,23.9,0.0,25.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
77750,83962,30,Murcia,3,Alicante,2023-08-05,6,0,0,27.1,0.0,25.9,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1047,1301,30,Murcia,8,Barcelona,2023-08-05,6,0,0,27.1,0.0,23.7,0.0,1,0,0,0,0,0,0,1,0,0,0,0
899,964,30,Murcia,28,Madrid,2023-08-05,6,0,0,27.1,0.0,23.9,0.0,1,0,0,0,0,1,0,0,0,0,0,0
701,775,30,Murcia,29,Málaga,2023-08-05,6,0,0,27.1,0.0,25.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
48,68,30,Murcia,41,Sevilla,2023-08-05,6,0,0,27.1,0.0,29.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0
5227,5313,30,Murcia,46,Valencia/Valéncia,2023-08-05,6,0,0,27.1,0.0,25.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
242,273,29,Málaga,3,Alicante,2023-08-05,6,0,0,25.6,0.0,25.9,0.0,0,0,1,0,0,1,0,0,0,0,0,0
856,988,29,Málaga,8,Barcelona,2023-08-05,6,0,0,25.6,0.0,23.7,0.0,0,0,1,0,0,0,0,1,0,0,0,0
3551,3711,29,Málaga,28,Madrid,2023-08-05,6,0,0,25.6,0.0,23.9,0.0,0,0,1,0,0,1,0,0,0,0,0,0
495,537,29,Málaga,30,Murcia,2023-08-05,6,0,0,25.6,0.0,27.1,0.0,0,0,1,0,0,1,0,0,0,0,0,0
13074,13651,29,Málaga,41,Sevilla,2023-08-05,6,0,0,25.6,0.0,29.5,0.0,0,0,1,0,0,1,0,0,0,0,0,0
300,376,29,Málaga,46,Valencia/Valéncia,2023-08-05,6,0,0,25.6,0.0,25.2,0.0,0,0,1,0,0,1,0,0,0,0,0,0
29,90,41,Sevilla,3,Alicante,2023-08-05,6,0,0,29.5,0.0,25.9,0.0,1,0,0,0,0,1,0,0,0,0,0,0
672,750,41,Sevilla,8,Barcelona,2023-08-05,6,0,0,29.5,0.0,23.7,0.0,1,0,0,0,0,0,0,1,0,0,0,0
2651,2817,41,Sevilla,28,Madrid,2023-08-05,6,0,0,29.5,0.0,23.9,0.0,1,0,0,0,0,1,0,0,0,0,0,0
47,57,41,Sevilla,30,Murcia,2023-08-05,6,0,0,29.5,0.0,27.1,0.0,1,0,0,0,0,1,0,0,0,0,0,0
16508,17071,41,Sevilla,29,Málaga,2023-08-05,6,0,0,29.5,0.0,25.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
150,161,41,Sevilla,46,Valencia/Valéncia,2023-08-05,6,0,0,29.5,0.0,25.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
74096,76701,46,Valencia/Valéncia,3,Alicante,2023-08-05,6,0,0,25.2,0.0,25.9,0.0,1,0,0,0,0,1,0,0,0,0,0,0
4043,4159,46,Valencia/Valéncia,8,Barcelona,2023-08-05,6,0,0,25.2,0.0,23.7,0.0,1,0,0,0,0,0,0,1,0,0,0,0
5669,5847,46,Valencia/Valéncia,28,Madrid,2023-08-05,6,0,0,25.2,0.0,23.9,0.0,1,0,0,0,0,1,0,0,0,0,0,0
8789,8880,46,Valencia/Valéncia,30,Murcia,2023-08-05,6,0,0,25.2,0.0,27.1,0.0,1,0,0,0,0,1,0,0,0,0,0,0
341,409,46,Valencia/Valéncia,29,Málaga,2023-08-05,6,0,0,25.2,0.0,25.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
231,238,46,Valencia/Valéncia,41,Sevilla,2023-08-05,6,0,0,25.2,0.0,29.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0
2471,2767,3,Alicante,8,Barcelona,2023-08-06,7,0,0,26.2,0.0,23.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
5151,5302,3,Alicante,28,Madrid,2023-08-06,7,0,0,26.2,0.0,27.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0
70884,75888,3,Alicante,30,Murcia,2023-08-06,7,0,0,26.2,0.0,27.4,0.0,1,0,0,0,0,1,0,0,0,0,0,0
269,328,3,Alicante,29,Málaga,2023-08-06,7,0,0,26.2,0.0,26.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
216,252,3,Alicante,41,Sevilla,2023-08-06,7,0,0,26.2,0.0,32.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
67354,69339,3,Alicante,46,Valencia/Valéncia,2023-08-06,7,0,0,26.2,0.0,25.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
2311,2680,8,Barcelona,3,Alicante,2023-08-06,7,0,0,23.6,0.0,26.2,0.0,0,0,1,0,0,1,0,0,0,0,0,0
7210,7568,8,Barcelona,28,Madrid,2023-08-06,7,0,0,23.6,0.0,27.5,0.0,0,0,1,0,0,1,0,0,0,0,0,0
1219,1346,8,Barcelona,30,Murcia,2023-08-06,7,0,0,23.6,0.0,27.4,0.0,0,0,1,0,0,1,0,0,0,0,0,0
1080,1209,8,Barcelona,29,Málaga,2023-08-06,7,0,0,23.6,0.0,26.2,0.0,0,0,1,0,0,1,0,0,0,0,0,0
1191,1280,8,Barcelona,41,Sevilla,2023-08-06,7,0,0,23.6,0.0,32.2,0.0,0,0,1,0,0,1,0,0,0,0,0,0
4482,4619,8,Barcelona,46,Valencia/Valéncia,2023-08-06,7,0,0,23.6,0.0,25.8,0.0,0,0,1,0,0,1,0,0,0,0,0,0
3555,3712,28,Madrid,3,Alicante,2023-08-06,7,0,0,27.5,0.0,26.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
7078,7449,28,Madrid,8,Barcelona,2023-08-06,7,0,0,27.5,0.0,23.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1133,1193,28,Madrid,30,Murcia,2023-08-06,7,0,0,27.5,0.0,27.4,0.0,1,0,0,0,0,1,0,0,0,0,0,0
3793,3902,28,Madrid,29,Málaga,2023-08-06,7,0,0,27.5,0.0,26.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
3510,3637,28,Madrid,41,Sevilla,2023-08-06,7,0,0,27.5,0.0,32.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
5455,5651,28,Madrid,46,Valencia/Valéncia,2023-08-06,7,0,0,27.5,0.0,25.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
69262,73759,30,Murcia,3,Alicante,2023-08-06,7,0,0,27.4,0.0,26.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1046,1176,30,Murcia,8,Barcelona,2023-08-06,7,0,0,27.4,0.0,23.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1239,1302,30,Murcia,28,Madrid,2023-08-06,7,0,0,27.4,0.0,27.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0
585,632,30,Murcia,29,Málaga,2023-08-06,7,0,0,27.4,0.0,26.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
115,163,30,Murcia,41,Sevilla,2023-08-06,7,0,0,27.4,0.0,32.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
5409,5453,30,Murcia,46,Valencia/Valéncia,2023-08-06,7,0,0,27.4,0.0,25.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
310,364,29,Málaga,3,Alicante,2023-08-06,7,0,0,26.2,0.0,26.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
898,1049,29,Málaga,8,Barcelona,2023-08-06,7,0,0,26.2,0.0,23.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
4612,4722,29,Málaga,28,Madrid,2023-08-06,7,0,0,26.2,0.0,27.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0
503,551,29,Málaga,30,Murcia,2023-08-06,7,0,0,26.2,0.0,27.4,0.0,1,0,0,0,0,1,0,0,0,0,0,0
20486,20823,29,Málaga,41,Sevilla,2023-08-06,7,0,0,26.2,0.0,32.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
323,403,29,Málaga,46,Valencia/Valéncia,2023-08-06,7,0,0,26.2,0.0,25.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
108,147,41,Sevilla,3,Alicante,2023-08-06,7,0,0,32.2,0.0,26.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1040,1162,41,Sevilla,8,Barcelona,2023-08-06,7,0,0,32.2,0.0,23.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
3612,3718,41,Sevilla,28,Madrid,2023-08-06,7,0,0,32.2,0.0,27.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0
82,129,41,Sevilla,30,Murcia,2023-08-06,7,0,0,32.2,0.0,27.4,0.0,1,0,0,0,0,1,0,0,0,0,0,0
16470,16785,41,Sevilla,29,Málaga,2023-08-06,7,0,0,32.2,0.0,26.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
316,319,41,Sevilla,46,Valencia/Valéncia,2023-08-06,7,0,0,32.2,0.0,25.8,0.0,1,0,0,0,0,1,0,0,0,0,0,0
61072,62856,46,Valencia/Valéncia,3,Alicante,2023-08-06,7,0,0,25.8,0.0,26.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
3781,3912,46,Valencia/Valéncia,8,Barcelona,2023-08-06,7,0,0,25.8,0.0,23.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
7938,8143,46,Valencia/Valéncia,28,Madrid,2023-08-06,7,0,0,25.8,0.0,27.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0
7466,7513,46,Valencia/Valéncia,30,Murcia,2023-08-06,7,0,0,25.8,0.0,27.4,0.0,1,0,0,0,0,1,0,0,0,0,0,0
264,368,46,Valencia/Valéncia,29,Málaga,2023-08-06,7,0,0,25.8,0.0,26.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
314,315,46,Valencia/Valéncia,41,Sevilla,2023-08-06,7,0,0,25.8,0.0,32.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
2864,3095,3,Alicante,8,Barcelona,2023-08-07,1,0,0,26.8,0.0,23.9,0.0,0,0,0,1,0,0,0,1,0,0,0,0
4557,4683,3,Alicante,28,Madrid,2023-08-07,1,0,0,26.8,0.0,27.2,0.0,0,0,0,1,0,1,0,0,0,0,0,0
83893,91532,3,Alicante,30,Murcia,2023-08-07,1,0,0,26.8,0.0,27.8,0.0,0,0,0,1,0,0,0,1,0,0,0,0
242,291,3,Alicante,29,Málaga,2023-08-07,1,0,0,26.8,0.0,25.6,0.0,0,0,0,1,0,1,0,0,0,0,0,0
103,180,3,Alicante,41,Sevilla,2023-08-07,1,0,0,26.8,0.0,32.3,0.0,0,0,0,1,0,1,0,0,0,0,0,0
63071,65454,3,Alicante,46,Valencia/Valéncia,2023-08-07,1,0,0,26.8,0.0,25.7,0.0,0,0,0,1,0,0,0,1,0,0,0,0
3010,3267,8,Barcelona,3,Alicante,2023-08-07,1,0,0,23.9,0.0,26.8,0.0,0,0,1,0,0,0,0,0,1,0,0,0
8846,9228,8,Barcelona,28,Madrid,2023-08-07,1,0,0,23.9,0.0,27.2,0.0,0,0,1,0,0,1,0,0,0,0,0,0
1369,1558,8,Barcelona,30,Murcia,2023-08-07,1,0,0,23.9,0.0,27.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1207,1329,8,Barcelona,29,Málaga,2023-08-07,1,0,0,23.9,0.0,25.6,0.0,0,0,1,0,0,1,0,0,0,0,0,0
1017,1141,8,Barcelona,41,Sevilla,2023-08-07,1,0,0,23.9,0.0,32.3,0.0,0,0,1,0,0,1,0,0,0,0,0,0
5585,5808,8,Barcelona,46,Valencia/Valéncia,2023-08-07,1,0,0,23.9,0.0,25.7,0.0,0,0,1,0,0,0,0,1,0,0,0,0
4026,4158,28,Madrid,3,Alicante,2023-08-07,1,0,0,27.2,0.0,26.8,0.0,1,0,0,0,0,0,0,0,1,0,0,0
8227,8679,28,Madrid,8,Barcelona,2023-08-07,1,0,0,27.2,0.0,23.9,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1461,1563,28,Madrid,30,Murcia,2023-08-07,1,0,0,27.2,0.0,27.8,0.0,1,0,0,0,0,0,0,1,0,0,0,0
4804,4919,28,Madrid,29,Málaga,2023-08-07,1,0,0,27.2,0.0,25.6,0.0,1,0,0,0,0,1,0,0,0,0,0,0
4581,4810,28,Madrid,41,Sevilla,2023-08-07,1,0,0,27.2,0.0,32.3,0.0,1,0,0,0,0,1,0,0,0,0,0,0
6731,6977,28,Madrid,46,Valencia/Valéncia,2023-08-07,1,0,0,27.2,0.0,25.7,0.0,1,0,0,0,0,0,0,1,0,0,0,0
82111,89714,30,Murcia,3,Alicante,2023-08-07,1,0,0,27.8,0.0,26.8,0.0,0,0,1,0,0,0,0,0,1,0,0,0
1212,1388,30,Murcia,8,Barcelona,2023-08-07,1,0,0,27.8,0.0,23.9,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1209,1302,30,Murcia,28,Madrid,2023-08-07,1,0,0,27.8,0.0,27.2,0.0,0,0,1,0,0,1,0,0,0,0,0,0
614,733,30,Murcia,29,Málaga,2023-08-07,1,0,0,27.8,0.0,25.6,0.0,0,0,1,0,0,1,0,0,0,0,0,0
62,98,30,Murcia,41,Sevilla,2023-08-07,1,0,0,27.8,0.0,32.3,0.0,0,0,1,0,0,1,0,0,0,0,0,0
6092,6194,30,Murcia,46,Valencia/Valéncia,2023-08-07,1,0,0,27.8,0.0,25.7,0.0,0,0,1,0,0,0,0,1,0,0,0,0
246,292,29,Málaga,3,Alicante,2023-08-07,1,0,0,25.6,0.0,26.8,0.0,1,0,0,0,0,0,0,0,1,0,0,0
1183,1349,29,Málaga,8,Barcelona,2023-08-07,1,0,0,25.6,0.0,23.9,0.0,1,0,0,0,0,0,0,1,0,0,0,0
4620,4746,29,Málaga,28,Madrid,2023-08-07,1,0,0,25.6,0.0,27.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
442,564,29,Málaga,30,Murcia,2023-08-07,1,0,0,25.6,0.0,27.8,0.0,1,0,0,0,0,0,0,1,0,0,0,0
19010,19655,29,Málaga,41,Sevilla,2023-08-07,1,0,0,25.6,0.0,32.3,0.0,1,0,0,0,0,1,0,0,0,0,0,0
354,573,29,Málaga,46,Valencia/Valéncia,2023-08-07,1,0,0,25.6,0.0,25.7,0.0,1,0,0,0,0,0,0,1,0,0,0,0
110,187,41,Sevilla,3,Alicante,2023-08-07,1,0,0,32.3,0.0,26.8,0.0,1,0,0,0,0,0,0,0,1,0,0,0
954,1088,41,Sevilla,8,Barcelona,2023-08-07,1,0,0,32.3,0.0,23.9,0.0,1,0,0,0,0,0,0,1,0,0,0,0
3897,4092,41,Sevilla,28,Madrid,2023-08-07,1,0,0,32.3,0.0,27.2,0.0,1,0,0,0,0,1,0,0,0,0,0,0
92,127,41,Sevilla,30,Murcia,2023-08-07,1,0,0,32.3,0.0,27.8,0.0,1,0,0,0,0,0,0,1,0,0,0,0
23065,23756,41,Sevilla,29,Málaga,2023-08-07,1,0,0,32.3,0.0,25.6,0.0,1,0,0,0,0,1,0,0,0,0,0,0
302,311,41,Sevilla,46,Valencia/Valéncia,2023-08-07,1,0,0,32.3,0.0,25.7,0.0,1,0,0,0,0,0,0,1,0,0,0,0
70494,72898,46,Valencia/Valéncia,3,Alicante,2023-08-07,1,0,0,25.7,0.0,26.8,0.0,0,0,1,0,0,0,0,0,1,0,0,0
4621,4849,46,Valencia/Valéncia,8,Barcelona,2023-08-07,1,0,0,25.7,0.0,23.9,0.0,0,0,1,0,0,0,0,1,0,0,0,0
7927,8171,46,Valencia/Valéncia,28,Madrid,2023-08-07,1,0,0,25.7,0.0,27.2,0.0,0,0,1,0,0,1,0,0,0,0,0,0
8222,8323,46,Valencia/Valéncia,30,Murcia,2023-08-07,1,0,0,25.7,0.0,27.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
349,549,46,Valencia/Valéncia,29,Málaga,2023-08-07,1,0,0,25.7,0.0,25.6,0.0,0,0,1,0,0,1,0,0,0,0,0,0
340,343,46,Valencia/Valéncia,41,Sevilla,2023-08-07,1,0,0,25.7,0.0,32.3,0.0,0,0,1,0,0,1,0,0,0,0,0,0
2447,2841,3,Alicante,8,Barcelona,2023-08-08,2,0,0,26.8,0.0,24.6,0.2,0,0,1,0,0,0,0,0,1,0,0,0
3759,3869,3,Alicante,28,Madrid,2023-08-08,2,0,0,26.8,0.0,29.7,0.0,0,0,1,0,0,1,0,0,0,0,0,0
78748,86013,3,Alicante,30,Murcia,2023-08-08,2,0,0,26.8,0.0,27.7,0.0,0,0,1,0,0,0,0,1,0,0,0,0
242,265,3,Alicante,29,Málaga,2023-08-08,2,0,0,26.8,0.0,26.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0
136,249,3,Alicante,41,Sevilla,2023-08-08,2,0,0,26.8,0.0,32.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
60778,63275,3,Alicante,46,Valencia/Valéncia,2023-08-08,2,0,0,26.8,0.0,26.9,0.0,0,0,1,0,0,0,0,1,0,0,0,0
2695,3089,8,Barcelona,3,Alicante,2023-08-08,2,0,0,24.6,0.2,26.8,0.0,0,0,0,1,0,0,0,1,0,0,0,0
7913,8257,8,Barcelona,28,Madrid,2023-08-08,2,0,0,24.6,0.2,29.7,0.0,0,0,0,1,0,1,0,0,0,0,0,0
1072,1259,8,Barcelona,30,Murcia,2023-08-08,2,0,0,24.6,0.2,27.7,0.0,0,0,0,1,0,0,0,1,0,0,0,0
1156,1267,8,Barcelona,29,Málaga,2023-08-08,2,0,0,24.6,0.2,26.6,0.0,0,0,0,1,0,0,0,1,0,0,0,0
1064,1177,8,Barcelona,41,Sevilla,2023-08-08,2,0,0,24.6,0.2,32.5,0.0,0,0,0,1,0,0,0,1,0,0,0,0
4446,4569,8,Barcelona,46,Valencia/Valéncia,2023-08-08,2,0,0,24.6,0.2,26.9,0.0,0,0,0,1,0,0,0,1,0,0,0,0
3342,3464,28,Madrid,3,Alicante,2023-08-08,2,0,0,29.7,0.0,26.8,0.0,1,0,0,0,0,0,0,1,0,0,0,0
7335,7760,28,Madrid,8,Barcelona,2023-08-08,2,0,0,29.7,0.0,24.6,0.2,1,0,0,0,0,0,0,0,1,0,0,0
1115,1214,28,Madrid,30,Murcia,2023-08-08,2,0,0,29.7,0.0,27.7,0.0,1,0,0,0,0,0,0,1,0,0,0,0
4040,4214,28,Madrid,29,Málaga,2023-08-08,2,0,0,29.7,0.0,26.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
4173,4347,28,Madrid,41,Sevilla,2023-08-08,2,0,0,29.7,0.0,32.5,0.0,1,0,0,0,0,0,0,1,0,0,0,0
6268,6592,28,Madrid,46,Valencia/Valéncia,2023-08-08,2,0,0,29.7,0.0,26.9,0.0,1,0,0,0,0,0,0,1,0,0,0,0
81402,88674,30,Murcia,3,Alicante,2023-08-08,2,0,0,27.7,0.0,26.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1100,1252,30,Murcia,8,Barcelona,2023-08-08,2,0,0,27.7,0.0,24.6,0.2,0,0,1,0,0,0,0,0,1,0,0,0
954,1052,30,Murcia,28,Madrid,2023-08-08,2,0,0,27.7,0.0,29.7,0.0,0,0,1,0,0,1,0,0,0,0,0,0
451,505,30,Murcia,29,Málaga,2023-08-08,2,0,0,27.7,0.0,26.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0
105,108,30,Murcia,41,Sevilla,2023-08-08,2,0,0,27.7,0.0,32.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
5768,5854,30,Murcia,46,Valencia/Valéncia,2023-08-08,2,0,0,27.7,0.0,26.9,0.0,0,0,1,0,0,0,0,1,0,0,0,0
222,243,29,Málaga,3,Alicante,2023-08-08,2,0,0,26.6,0.0,26.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1122,1254,29,Málaga,8,Barcelona,2023-08-08,2,0,0,26.6,0.0,24.6,0.2,0,0,1,0,0,0,0,0,1,0,0,0
3865,4041,29,Málaga,28,Madrid,2023-08-08,2,0,0,26.6,0.0,29.7,0.0,0,0,1,0,0,1,0,0,0,0,0,0
463,533,29,Málaga,30,Murcia,2023-08-08,2,0,0,26.6,0.0,27.7,0.0,0,0,1,0,0,0,0,1,0,0,0,0
16926,17633,29,Málaga,41,Sevilla,2023-08-08,2,0,0,26.6,0.0,32.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
246,433,29,Málaga,46,Valencia/Valéncia,2023-08-08,2,0,0,26.6,0.0,26.9,0.0,0,0,1,0,0,0,0,1,0,0,0,0
154,266,41,Sevilla,3,Alicante,2023-08-08,2,0,0,32.5,0.0,26.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
963,1113,41,Sevilla,8,Barcelona,2023-08-08,2,0,0,32.5,0.0,24.6,0.2,0,0,1,0,0,0,0,0,1,0,0,0
3433,3580,41,Sevilla,28,Madrid,2023-08-08,2,0,0,32.5,0.0,29.7,0.0,0,0,1,0,0,1,0,0,0,0,0,0
73,85,41,Sevilla,30,Murcia,2023-08-08,2,0,0,32.5,0.0,27.7,0.0,0,0,1,0,0,0,0,1,0,0,0,0
19250,19957,41,Sevilla,29,Málaga,2023-08-08,2,0,0,32.5,0.0,26.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0
332,336,41,Sevilla,46,Valencia/Valéncia,2023-08-08,2,0,0,32.5,0.0,26.9,0.0,0,0,1,0,0,0,0,1,0,0,0,0
64060,66530,46,Valencia/Valéncia,3,Alicante,2023-08-08,2,0,0,26.9,0.0,26.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
3678,3787,46,Valencia/Valéncia,8,Barcelona,2023-08-08,2,0,0,26.9,0.0,24.6,0.2,0,0,1,0,0,0,0,0,1,0,0,0
6462,6780,46,Valencia/Valéncia,28,Madrid,2023-08-08,2,0,0,26.9,0.0,29.7,0.0,0,0,1,0,0,1,0,0,0,0,0,0
6386,6467,46,Valencia/Valéncia,30,Murcia,2023-08-08,2,0,0,26.9,0.0,27.7,0.0,0,0,1,0,0,0,0,1,0,0,0,0
246,426,46,Valencia/Valéncia,29,Málaga,2023-08-08,2,0,0,26.9,0.0,26.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0
260,266,46,Valencia/Valéncia,41,Sevilla,2023-08-08,2,0,0,26.9,0.0,32.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0
2492,2814,3,Alicante,8,Barcelona,2023-08-09,3,0,0,27.4,0.0,25.9,0.0,0,0,1,0,0,1,0,0,0,0,0,0
3426,3647,3,Alicante,28,Madrid,2023-08-09,3,0,0,27.4,0.0,31.5,0.0,0,0,1,0,0,1,0,0,0,0,0,0
80523,87963,3,Alicante,30,Murcia,2023-08-09,3,0,0,27.4,0.0,28.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0
170,204,3,Alicante,29,Málaga,2023-08-09,3,0,0,27.4,0.0,26.4,0.0,0,0,1,0,0,1,0,0,0,0,0,0
74,194,3,Alicante,41,Sevilla,2023-08-09,3,0,0,27.4,0.0,30.8,0.0,0,0,1,0,0,0,0,1,0,0,0,0
62706,65250,3,Alicante,46,Valencia/Valéncia,2023-08-09,3,0,0,27.4,0.0,26.9,0.0,0,0,1,0,0,0,0,1,0,0,0,1
2252,2619,8,Barcelona,3,Alicante,2023-08-09,3,0,0,25.9,0.0,27.4,0.0,1,0,0,0,0,0,0,1,0,0,0,0
8022,8463,8,Barcelona,28,Madrid,2023-08-09,3,0,0,25.9,0.0,31.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1076,1395,8,Barcelona,30,Murcia,2023-08-09,3,0,0,25.9,0.0,28.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
1243,1346,8,Barcelona,29,Málaga,2023-08-09,3,0,0,25.9,0.0,26.4,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1211,1314,8,Barcelona,41,Sevilla,2023-08-09,3,0,0,25.9,0.0,30.8,0.0,1,0,0,0,0,0,0,1,0,0,0,0
4431,4570,8,Barcelona,46,Valencia/Valéncia,2023-08-09,3,0,0,25.9,0.0,26.9,0.0,1,0,0,0,0,0,0,1,0,0,0,1
3859,4040,28,Madrid,3,Alicante,2023-08-09,3,0,0,31.5,0.0,27.4,0.0,1,0,0,0,0,0,0,1,0,0,0,0
7491,7957,28,Madrid,8,Barcelona,2023-08-09,3,0,0,31.5,0.0,25.9,0.0,1,0,0,0,0,1,0,0,0,0,0,0
1178,1252,28,Madrid,30,Murcia,2023-08-09,3,0,0,31.5,0.0,28.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0
4057,4232,28,Madrid,29,Málaga,2023-08-09,3,0,0,31.5,0.0,26.4,0.0,1,0,0,0,0,1,0,0,0,0,0,0
4129,4314,28,Madrid,41,Sevilla,2023-08-09,3,0,0,31.5,0.0,30.8,0.0,1,0,0,0,0,0,0,1,0,0,0,0
6226,6548,28,Madrid,46,Valencia/Valéncia,2023-08-09,3,0,0,31.5,0.0,26.9,0.0,1,0,0,0,0,0,0,1,0,0,0,1
83155,90632,30,Murcia,3,Alicante,2023-08-09,3,0,0,28.6,0.0,27.4,0.0,0,0,1,0,0,0,0,1,0,0,0,0
1059,1355,30,Murcia,8,Barcelona,2023-08-09,3,0,0,28.6,0.0,25.9,0.0,0,0,1,0,0,1,0,0,0,0,0,0
982,1058,30,Murcia,28,Madrid,2023-08-09,3,0,0,28.6,0.0,31.5,0.0,0,0,1,0,0,1,0,0,0,0,0,0
